order_id,customer_id,product,order_date,quantity,price_inr,city
ORD1103,CUST603,Classic Slip-On - White,2026-05-15,1,1999,Jaipur
ORD1104,CUST604,Cloud Sneaker - Black,2026-05-22,2,1799,Delhi
ORD1105,CUST605,Kids Comfort Shoe - Blue,2026-07-29,2,1799,Hyderabad
ORD1106,CUST606,Cloud Sneaker - Grey,2026-08-03,1,1999,Jaipur
ORD1107,CUST607,Cloud Sneaker - Grey,2026-07-13,2,2299,Hyderabad
ORD1108,CUST608,Trail Runner - Olive,2026-07-21,1,2499,Jaipur
ORD1109,CUST609,Recycled Runner - Navy,2026-07-25,2,2499,Chennai
ORD1110,CUST610,Everyday Loafer - Tan,2026-08-13,1,2299,Jaipur
ORD1111,CUST611,Everyday Loafer - Tan,2026-05-15,1,2799,Chennai
ORD1112,CUST612,Kids Comfort Shoe - Blue,2026-05-07,2,2499,Jaipur
ORD1113,CUST613,Cloud Sneaker - Grey,2026-06-04,2,2499,Pune
ORD1114,CUST614,Cloud Sneaker - Black,2026-07-20,1,2799,Delhi
ORD1115,CUST615,Cloud Sneaker - Grey,2026-05-12,1,1999,Jaipur
ORD1116,CUST616,Kids Comfort Shoe - Blue,2026-07-05,2,2499,Hyderabad
ORD1117,CUST617,Classic Slip-On - White,2026-07-10,1,1799,Ahmedabad
ORD1118,CUST618,Everyday Loafer - Tan,2026-06-13,1,2299,Jaipur
ORD1119,CUST619,Everyday Loafer - Tan,2026-08-19,1,2299,Ahmedabad
ORD1120,CUST620,Wool Blend Sneaker - Charcoal,2026-06-11,1,2499,Ahmedabad
ORD1121,CUST621,Cloud Sneaker - Grey,2026-08-04,1,2499,Chennai
ORD1122,CUST622,Cloud Sneaker - Grey,2026-07-04,2,1799,Bengaluru
ORD1123,CUST623,Kids Comfort Shoe - Blue,2026-08-01,1,1799,Delhi
ORD1124,CUST624,Kids Comfort Shoe - Blue,2026-06-13,1,2299,Hyderabad
ORD1125,CUST625,Wool Blend Sneaker - Charcoal,2026-07-20,1,1999,Chennai
ORD1126,CUST626,Everyday Loafer - Tan,2026-08-04,1,2499,Pune
ORD1127,CUST627,Trail Runner - Olive,2026-05-04,1,2299,Hyderabad
ORD1128,CUST628,Recycled Runner - Navy,2026-05-19,1,1999,Jaipur
ORD1129,CUST629,Trail Runner - Olive,2026-07-18,1,1999,Mumbai
ORD1130,CUST630,Kids Comfort Shoe - Blue,2026-06-28,1,2799,Hyderabad
ORD1131,CUST631,Trail Runner - Olive,2026-06-26,1,2499,Mumbai
ORD1132,CUST632,Everyday Loafer - Tan,2026-06-19,2,2799,Pune
ORD1133,CUST633,Recycled Runner - Navy,2026-07-29,2,2299,Hyderabad
ORD1134,CUST634,Cloud Sneaker - Grey,2026-07-17,1,2799,Delhi
ORD1135,CUST635,Recycled Runner - Navy,2026-07-21,1,1799,Pune
ORD1136,CUST636,Everyday Loafer - Tan,2026-05-05,1,1799,Ahmedabad
ORD1137,CUST637,Everyday Loafer - Tan,2026-08-04,1,2799,Chennai
ORD1138,CUST638,Recycled Runner - Navy,2026-08-15,1,2299,Hyderabad
ORD1139,CUST639,Cloud Sneaker - Black,2026-05-10,1,1799,Ahmedabad
ORD1140,CUST640,Wool Blend Sneaker - Charcoal,2026-06-03,1,2299,Delhi
ORD1141,CUST641,Wool Blend Sneaker - Charcoal,2026-05-14,1,2799,Chennai
ORD1142,CUST642,Recycled Runner - Navy,2026-07-22,2,1799,Pune
ORD1143,CUST643,Trail Runner - Olive,2026-05-05,1,1999,Delhi
ORD1144,CUST644,Trail Runner - Olive,2026-06-28,1,2499,Jaipur
ORD1145,CUST645,Cloud Sneaker - Black,2026-07-18,1,1999,Ahmedabad
ORD1146,CUST646,Kids Comfort Shoe - Blue,2026-05-31,1,2799,Ahmedabad
ORD1147,CUST647,Recycled Runner - Navy,2026-06-20,2,1799,Delhi
ORD1148,CUST648,Classic Slip-On - White,2026-05-07,1,2799,Delhi
ORD1149,CUST649,Classic Slip-On - White,2026-08-15,1,2299,Mumbai
ORD1150,CUST650,Trail Runner - Olive,2026-06-05,1,1999,Delhi
ORD1151,CUST651,Cloud Sneaker - Black,2026-05-17,1,1799,Delhi
ORD1152,CUST652,Trail Runner - Olive,2026-05-07,1,1799,Hyderabad
ORD1153,CUST653,Kids Comfort Shoe - Blue,2026-08-08,2,2799,Ahmedabad
ORD1154,CUST654,Classic Slip-On - White,2026-08-02,2,1799,Delhi
ORD1155,CUST655,Cloud Sneaker - Grey,2026-08-17,1,2499,Ahmedabad
ORD1156,CUST656,Kids Comfort Shoe - Blue,2026-05-11,1,2299,Mumbai
ORD1157,CUST657,Recycled Runner - Navy,2026-07-16,2,1799,Jaipur
ORD1158,CUST658,Cloud Sneaker - Black,2026-06-25,1,2499,Pune
ORD1159,CUST659,Wool Blend Sneaker - Charcoal,2026-08-02,1,2299,Jaipur
ORD1160,CUST660,Recycled Runner - Navy,2026-07-27,1,1799,Bengaluru
ORD1161,CUST661,Wool Blend Sneaker - Charcoal,2026-08-04,1,2799,Mumbai
ORD1162,CUST662,Recycled Runner - Navy,2026-06-22,1,2299,Mumbai
ORD1163,CUST663,Everyday Loafer - Tan,2026-05-14,1,2499,Chennai
ORD1164,CUST664,Classic Slip-On - White,2026-06-14,1,2799,Mumbai
ORD1165,CUST665,Classic Slip-On - White,2026-08-17,1,1799,Jaipur
ORD1166,CUST666,Trail Runner - Olive,2026-07-29,1,1799,Hyderabad
ORD1167,CUST667,Trail Runner - Olive,2026-07-12,1,1799,Bengaluru
ORD1168,CUST668,Cloud Sneaker - Black,2026-06-18,1,2299,Pune
ORD1169,CUST669,Everyday Loafer - Tan,2026-08-08,1,1999,Chennai
ORD1170,CUST670,Cloud Sneaker - Grey,2026-06-04,2,2499,Mumbai
ORD1171,CUST671,Everyday Loafer - Tan,2026-08-05,2,1799,Pune
ORD1172,CUST672,Everyday Loafer - Tan,2026-07-07,1,2499,Ahmedabad
ORD1173,CUST673,Cloud Sneaker - Grey,2026-05-27,1,2299,Delhi
ORD1174,CUST674,Recycled Runner - Navy,2026-05-01,1,2499,Mumbai
ORD1175,CUST675,Classic Slip-On - White,2026-05-10,1,2499,Chennai
ORD1176,CUST676,Cloud Sneaker - Black,2026-07-13,2,2299,Chennai
ORD1177,CUST677,Cloud Sneaker - Black,2026-05-03,1,1799,Jaipur
ORD1178,CUST678,Wool Blend Sneaker - Charcoal,2026-06-01,1,2499,Mumbai
ORD1179,CUST679,Everyday Loafer - Tan,2026-05-29,1,2799,Chennai
ORD1180,CUST680,Classic Slip-On - White,2026-06-14,1,1999,Chennai
ORD1181,CUST681,Everyday Loafer - Tan,2026-05-23,1,1999,Pune
ORD1182,CUST682,Kids Comfort Shoe - Blue,2026-08-05,1,1999,Ahmedabad
ORD1183,CUST683,Kids Comfort Shoe - Blue,2026-06-30,1,2299,Mumbai
ORD1184,CUST684,Cloud Sneaker - Black,2026-06-29,1,2299,Hyderabad
ORD1185,CUST685,Cloud Sneaker - Black,2026-07-18,2,2799,Mumbai
ORD1186,CUST686,Cloud Sneaker - Grey,2026-08-12,2,2799,Ahmedabad
ORD1187,CUST687,Trail Runner - Olive,2026-06-27,1,1799,Delhi
ORD1188,CUST688,Classic Slip-On - White,2026-06-26,1,2299,Ahmedabad
ORD1189,CUST689,Everyday Loafer - Tan,2026-06-22,1,1799,Jaipur
ORD1190,CUST690,Recycled Runner - Navy,2026-07-11,1,2799,Mumbai
ORD1191,CUST691,Trail Runner - Olive,2026-05-11,1,2499,Chennai
ORD1192,CUST692,Trail Runner - Olive,2026-06-09,1,1999,Mumbai
ORD1193,CUST693,Cloud Sneaker - Black,2026-07-05,1,1999,Jaipur
ORD1194,CUST694,Classic Slip-On - White,2026-08-07,1,1999,Chennai
ORD1195,CUST695,Cloud Sneaker - Black,2026-08-17,1,2299,Hyderabad
ORD1196,CUST696,Trail Runner - Olive,2026-05-20,2,1799,Jaipur
ORD1197,CUST697,Wool Blend Sneaker - Charcoal,2026-07-26,1,2499,Chennai
ORD1198,CUST698,Classic Slip-On - White,2026-06-09,1,2799,Pune
ORD1199,CUST699,Kids Comfort Shoe - Blue,2026-08-07,2,1999,Ahmedabad
ORD1200,CUST700,Classic Slip-On - White,2026-06-02,1,2799,Bengaluru
ORD1201,CUST701,Cloud Sneaker - Black,2026-05-11,2,2799,Hyderabad
ORD1202,CUST702,Trail Runner - Olive,2026-05-12,1,2499,Jaipur
ORD1203,CUST703,Cloud Sneaker - Grey,2026-07-04,1,2299,Jaipur
ORD1204,CUST704,Classic Slip-On - White,2026-06-10,1,1799,Delhi
ORD1205,CUST705,Everyday Loafer - Tan,2026-07-29,1,1799,Ahmedabad
ORD1206,CUST706,Cloud Sneaker - Grey,2026-05-28,1,2299,Hyderabad
ORD1207,CUST707,Classic Slip-On - White,2026-05-16,2,1799,Hyderabad
ORD1208,CUST708,Cloud Sneaker - Black,2026-07-16,1,1999,Ahmedabad
ORD1209,CUST709,Everyday Loafer - Tan,2026-05-01,2,1999,Jaipur
ORD1210,CUST710,Cloud Sneaker - Black,2026-05-09,2,2499,Chennai
ORD1211,CUST711,Cloud Sneaker - Grey,2026-06-17,1,2299,Jaipur
ORD1212,CUST712,Classic Slip-On - White,2026-08-07,1,2299,Mumbai
ORD1213,CUST713,Recycled Runner - Navy,2026-08-15,1,1999,Bengaluru
ORD1214,CUST714,Cloud Sneaker - Black,2026-05-05,1,1799,Ahmedabad
ORD1215,CUST715,Recycled Runner - Navy,2026-07-05,1,1999,Hyderabad
ORD1216,CUST716,Everyday Loafer - Tan,2026-08-19,1,2299,Chennai
ORD1217,CUST717,Cloud Sneaker - Black,2026-06-25,1,1999,Chennai
ORD1218,CUST718,Kids Comfort Shoe - Blue,2026-06-17,1,2499,Ahmedabad
ORD1219,CUST719,Cloud Sneaker - Black,2026-07-17,1,1799,Jaipur
ORD1220,CUST720,Recycled Runner - Navy,2026-06-09,2,2299,Hyderabad
