week,week_start,product,city,units_sold,revenue_inr
W3,2026-05-15,Classic Slip-On - White,Mumbai,12,23988
W3,2026-05-15,Classic Slip-On - White,Bengaluru,17,33983
W3,2026-05-15,Classic Slip-On - White,Pune,14,27986
W3,2026-05-15,Classic Slip-On - White,Hyderabad,23,41377
W3,2026-05-15,Classic Slip-On - White,Chennai,18,41382
W3,2026-05-15,Classic Slip-On - White,Jaipur,24,55176
W3,2026-05-15,Classic Slip-On - White,Ahmedabad,19,43681
W3,2026-05-15,Everyday Loafer - Tan,Delhi,23,41377
W3,2026-05-15,Everyday Loafer - Tan,Mumbai,23,41377
W3,2026-05-15,Everyday Loafer - Tan,Bengaluru,20,35980
W3,2026-05-15,Everyday Loafer - Tan,Pune,20,39980
W3,2026-05-15,Everyday Loafer - Tan,Hyderabad,22,43978
W3,2026-05-15,Everyday Loafer - Tan,Chennai,20,39980
W3,2026-05-15,Everyday Loafer - Tan,Jaipur,17,30583
W3,2026-05-15,Everyday Loafer - Tan,Ahmedabad,19,43681
W3,2026-05-15,Recycled Runner - Navy,Delhi,17,39083
W3,2026-05-15,Recycled Runner - Navy,Mumbai,17,39083
W3,2026-05-15,Recycled Runner - Navy,Bengaluru,24,55176
W3,2026-05-15,Recycled Runner - Navy,Pune,22,50578
W3,2026-05-15,Recycled Runner - Navy,Hyderabad,24,55176
W3,2026-05-15,Recycled Runner - Navy,Chennai,16,36784
W3,2026-05-15,Recycled Runner - Navy,Jaipur,19,34181
W3,2026-05-15,Recycled Runner - Navy,Ahmedabad,15,29985
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Delhi,20,39980
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Mumbai,15,29985
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Bengaluru,24,47976
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Pune,23,41377
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Hyderabad,23,52877
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Chennai,19,37981
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Jaipur,19,37981
W3,2026-05-15,Wool Blend Sneaker - Charcoal,Ahmedabad,20,45980
W3,2026-05-15,Kids Comfort Shoe - Blue,Delhi,16,31984
W3,2026-05-15,Kids Comfort Shoe - Blue,Mumbai,13,29887
W3,2026-05-15,Kids Comfort Shoe - Blue,Bengaluru,22,50578
W3,2026-05-15,Kids Comfort Shoe - Blue,Pune,18,35982
W3,2026-05-15,Kids Comfort Shoe - Blue,Hyderabad,17,30583
W3,2026-05-15,Kids Comfort Shoe - Blue,Chennai,16,28784
W3,2026-05-15,Kids Comfort Shoe - Blue,Jaipur,16,36784
W3,2026-05-15,Kids Comfort Shoe - Blue,Ahmedabad,13,25987
W4,2026-05-22,Cloud Sneaker - Grey,Delhi,23,41377
W4,2026-05-22,Cloud Sneaker - Grey,Mumbai,14,27986
W4,2026-05-22,Cloud Sneaker - Grey,Bengaluru,14,25186
W4,2026-05-22,Cloud Sneaker - Grey,Pune,18,35982
W4,2026-05-22,Cloud Sneaker - Grey,Hyderabad,14,32186
W4,2026-05-22,Cloud Sneaker - Grey,Chennai,16,28784
W4,2026-05-22,Cloud Sneaker - Grey,Jaipur,12,23988
W4,2026-05-22,Cloud Sneaker - Grey,Ahmedabad,21,48279
W4,2026-05-22,Cloud Sneaker - Black,Delhi,13,25987
W4,2026-05-22,Cloud Sneaker - Black,Mumbai,16,31984
W4,2026-05-22,Cloud Sneaker - Black,Bengaluru,22,50578
W4,2026-05-22,Cloud Sneaker - Black,Pune,20,39980
W4,2026-05-22,Cloud Sneaker - Black,Hyderabad,14,32186
W4,2026-05-22,Cloud Sneaker - Black,Chennai,19,37981
W4,2026-05-22,Cloud Sneaker - Black,Jaipur,15,26985
W4,2026-05-22,Cloud Sneaker - Black,Ahmedabad,17,30583
W4,2026-05-22,Trail Runner - Olive,Delhi,23,45977
W4,2026-05-22,Trail Runner - Olive,Mumbai,22,43978
W4,2026-05-22,Trail Runner - Olive,Bengaluru,23,41377
W4,2026-05-22,Trail Runner - Olive,Pune,12,27588
W4,2026-05-22,Trail Runner - Olive,Hyderabad,17,33983
W4,2026-05-22,Trail Runner - Olive,Chennai,21,48279
W4,2026-05-22,Trail Runner - Olive,Jaipur,24,43176
W4,2026-05-22,Trail Runner - Olive,Ahmedabad,14,32186
W4,2026-05-22,Classic Slip-On - White,Delhi,22,43978
W4,2026-05-22,Classic Slip-On - White,Mumbai,18,41382
W4,2026-05-22,Classic Slip-On - White,Bengaluru,17,30583
W4,2026-05-22,Classic Slip-On - White,Pune,18,41382
W4,2026-05-22,Classic Slip-On - White,Hyderabad,13,23387
W4,2026-05-22,Classic Slip-On - White,Chennai,14,27986
W4,2026-05-22,Classic Slip-On - White,Jaipur,17,30583
W4,2026-05-22,Classic Slip-On - White,Ahmedabad,12,23988
W4,2026-05-22,Everyday Loafer - Tan,Delhi,18,32382
W4,2026-05-22,Everyday Loafer - Tan,Mumbai,19,37981
W4,2026-05-22,Everyday Loafer - Tan,Bengaluru,17,33983
W4,2026-05-22,Everyday Loafer - Tan,Pune,21,48279
W4,2026-05-22,Everyday Loafer - Tan,Hyderabad,21,37779
W4,2026-05-22,Everyday Loafer - Tan,Chennai,16,36784
W4,2026-05-22,Everyday Loafer - Tan,Jaipur,17,39083
W4,2026-05-22,Everyday Loafer - Tan,Ahmedabad,15,26985
W4,2026-05-22,Recycled Runner - Navy,Delhi,22,39578
W4,2026-05-22,Recycled Runner - Navy,Mumbai,19,37981
W4,2026-05-22,Recycled Runner - Navy,Bengaluru,14,27986
W4,2026-05-22,Recycled Runner - Navy,Pune,22,50578
W4,2026-05-22,Recycled Runner - Navy,Hyderabad,23,45977
W4,2026-05-22,Recycled Runner - Navy,Chennai,23,41377
W4,2026-05-22,Recycled Runner - Navy,Jaipur,22,43978
W4,2026-05-22,Recycled Runner - Navy,Ahmedabad,17,39083
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Delhi,15,26985
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Mumbai,14,27986
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Bengaluru,14,27986
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Pune,23,52877
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Hyderabad,17,33983
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Chennai,23,52877
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Jaipur,19,43681
W4,2026-05-22,Wool Blend Sneaker - Charcoal,Ahmedabad,24,55176
W4,2026-05-22,Kids Comfort Shoe - Blue,Delhi,15,26985
W4,2026-05-22,Kids Comfort Shoe - Blue,Mumbai,22,50578
W4,2026-05-22,Kids Comfort Shoe - Blue,Bengaluru,24,43176
W4,2026-05-22,Kids Comfort Shoe - Blue,Pune,20,39980
W4,2026-05-22,Kids Comfort Shoe - Blue,Hyderabad,20,45980
W4,2026-05-22,Kids Comfort Shoe - Blue,Chennai,17,30583
W4,2026-05-22,Kids Comfort Shoe - Blue,Jaipur,21,37779
W4,2026-05-22,Kids Comfort Shoe - Blue,Ahmedabad,12,27588
W5,2026-05-29,Cloud Sneaker - Grey,Delhi,12,21588
W5,2026-05-29,Cloud Sneaker - Grey,Mumbai,19,34181
W5,2026-05-29,Cloud Sneaker - Grey,Bengaluru,16,31984
W5,2026-05-29,Cloud Sneaker - Grey,Pune,14,25186
W5,2026-05-29,Cloud Sneaker - Grey,Hyderabad,24,55176
W5,2026-05-29,Cloud Sneaker - Grey,Chennai,23,52877
W5,2026-05-29,Cloud Sneaker - Grey,Jaipur,18,35982
W5,2026-05-29,Cloud Sneaker - Grey,Ahmedabad,18,35982
W5,2026-05-29,Cloud Sneaker - Black,Delhi,18,35982
W5,2026-05-29,Cloud Sneaker - Black,Mumbai,13,29887
W5,2026-05-29,Cloud Sneaker - Black,Bengaluru,22,50578
W5,2026-05-29,Cloud Sneaker - Black,Pune,14,32186
W5,2026-05-29,Cloud Sneaker - Black,Hyderabad,17,30583
W5,2026-05-29,Cloud Sneaker - Black,Chennai,14,32186
W5,2026-05-29,Cloud Sneaker - Black,Jaipur,18,41382
W5,2026-05-29,Cloud Sneaker - Black,Ahmedabad,14,32186
W5,2026-05-29,Trail Runner - Olive,Delhi,15,26985
W5,2026-05-29,Trail Runner - Olive,Mumbai,24,43176
W5,2026-05-29,Trail Runner - Olive,Bengaluru,16,31984
W5,2026-05-29,Trail Runner - Olive,Pune,22,50578
W5,2026-05-29,Trail Runner - Olive,Hyderabad,20,39980
W5,2026-05-29,Trail Runner - Olive,Chennai,20,39980
W5,2026-05-29,Trail Runner - Olive,Jaipur,15,26985
W5,2026-05-29,Trail Runner - Olive,Ahmedabad,19,37981
W5,2026-05-29,Classic Slip-On - White,Delhi,14,27986
W5,2026-05-29,Classic Slip-On - White,Mumbai,15,34485
W5,2026-05-29,Classic Slip-On - White,Bengaluru,24,43176
W5,2026-05-29,Classic Slip-On - White,Pune,12,27588
W5,2026-05-29,Classic Slip-On - White,Hyderabad,18,41382
W5,2026-05-29,Classic Slip-On - White,Chennai,24,43176
W5,2026-05-29,Classic Slip-On - White,Jaipur,15,26985
W5,2026-05-29,Classic Slip-On - White,Ahmedabad,13,23387
W5,2026-05-29,Everyday Loafer - Tan,Delhi,21,37779
W5,2026-05-29,Everyday Loafer - Tan,Mumbai,19,43681
W5,2026-05-29,Everyday Loafer - Tan,Bengaluru,22,50578
W5,2026-05-29,Everyday Loafer - Tan,Pune,12,21588
W5,2026-05-29,Everyday Loafer - Tan,Hyderabad,23,41377
W5,2026-05-29,Everyday Loafer - Tan,Chennai,18,35982
W5,2026-05-29,Everyday Loafer - Tan,Jaipur,15,34485
W5,2026-05-29,Everyday Loafer - Tan,Ahmedabad,15,26985
W5,2026-05-29,Recycled Runner - Navy,Delhi,14,32186
W5,2026-05-29,Recycled Runner - Navy,Mumbai,16,28784
W5,2026-05-29,Recycled Runner - Navy,Bengaluru,23,52877
W5,2026-05-29,Recycled Runner - Navy,Pune,17,39083
W5,2026-05-29,Recycled Runner - Navy,Hyderabad,21,48279
W5,2026-05-29,Recycled Runner - Navy,Chennai,17,30583
W5,2026-05-29,Recycled Runner - Navy,Jaipur,16,28784
W5,2026-05-29,Recycled Runner - Navy,Ahmedabad,22,50578
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Delhi,15,29985
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Mumbai,16,31984
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Bengaluru,12,27588
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Pune,21,48279
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Hyderabad,14,32186
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Chennai,22,43978
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Jaipur,20,39980
W5,2026-05-29,Wool Blend Sneaker - Charcoal,Ahmedabad,12,23988
W5,2026-05-29,Kids Comfort Shoe - Blue,Delhi,22,50578
W5,2026-05-29,Kids Comfort Shoe - Blue,Mumbai,18,41382
W5,2026-05-29,Kids Comfort Shoe - Blue,Bengaluru,17,39083
W5,2026-05-29,Kids Comfort Shoe - Blue,Pune,18,35982
W5,2026-05-29,Kids Comfort Shoe - Blue,Hyderabad,14,27986
W5,2026-05-29,Kids Comfort Shoe - Blue,Chennai,18,32382
W5,2026-05-29,Kids Comfort Shoe - Blue,Jaipur,24,55176
W5,2026-05-29,Kids Comfort Shoe - Blue,Ahmedabad,19,34181
W6,2026-06-05,Cloud Sneaker - Grey,Delhi,12,21588
W6,2026-06-05,Cloud Sneaker - Grey,Mumbai,15,34485
W6,2026-06-05,Cloud Sneaker - Grey,Bengaluru,13,29887
W6,2026-06-05,Cloud Sneaker - Grey,Pune,24,47976
W6,2026-06-05,Cloud Sneaker - Grey,Hyderabad,15,34485
W6,2026-06-05,Cloud Sneaker - Grey,Chennai,21,48279
W6,2026-06-05,Cloud Sneaker - Grey,Jaipur,15,29985
W6,2026-06-05,Cloud Sneaker - Grey,Ahmedabad,15,34485
W6,2026-06-05,Cloud Sneaker - Black,Delhi,17,33983
W6,2026-06-05,Cloud Sneaker - Black,Mumbai,18,35982
W6,2026-06-05,Cloud Sneaker - Black,Bengaluru,20,45980
W6,2026-06-05,Cloud Sneaker - Black,Pune,17,33983
W6,2026-06-05,Cloud Sneaker - Black,Hyderabad,16,31984
W6,2026-06-05,Cloud Sneaker - Black,Chennai,20,39980
W6,2026-06-05,Cloud Sneaker - Black,Jaipur,19,34181
W6,2026-06-05,Cloud Sneaker - Black,Ahmedabad,24,55176
W6,2026-06-05,Trail Runner - Olive,Delhi,19,37981
W6,2026-06-05,Trail Runner - Olive,Mumbai,15,29985
W6,2026-06-05,Trail Runner - Olive,Bengaluru,17,33983
W6,2026-06-05,Trail Runner - Olive,Pune,12,27588
W6,2026-06-05,Trail Runner - Olive,Hyderabad,15,34485
W6,2026-06-05,Trail Runner - Olive,Chennai,14,25186
W6,2026-06-05,Trail Runner - Olive,Jaipur,16,36784
W6,2026-06-05,Trail Runner - Olive,Ahmedabad,21,48279
W6,2026-06-05,Classic Slip-On - White,Delhi,23,45977
W6,2026-06-05,Classic Slip-On - White,Mumbai,16,28784
W6,2026-06-05,Classic Slip-On - White,Bengaluru,15,29985
W6,2026-06-05,Classic Slip-On - White,Pune,15,29985
W6,2026-06-05,Classic Slip-On - White,Hyderabad,21,37779
W6,2026-06-05,Classic Slip-On - White,Chennai,19,43681
W6,2026-06-05,Classic Slip-On - White,Jaipur,22,50578
W6,2026-06-05,Classic Slip-On - White,Ahmedabad,17,33983
W6,2026-06-05,Everyday Loafer - Tan,Delhi,24,47976
W6,2026-06-05,Everyday Loafer - Tan,Mumbai,23,52877
W6,2026-06-05,Everyday Loafer - Tan,Bengaluru,23,45977
W6,2026-06-05,Everyday Loafer - Tan,Pune,19,34181
W6,2026-06-05,Everyday Loafer - Tan,Hyderabad,23,45977
W6,2026-06-05,Everyday Loafer - Tan,Chennai,14,25186
W6,2026-06-05,Everyday Loafer - Tan,Jaipur,23,52877
W6,2026-06-05,Everyday Loafer - Tan,Ahmedabad,19,34181
W6,2026-06-05,Recycled Runner - Navy,Delhi,20,45980
W6,2026-06-05,Recycled Runner - Navy,Mumbai,12,27588
W6,2026-06-05,Recycled Runner - Navy,Bengaluru,12,21588
W6,2026-06-05,Recycled Runner - Navy,Pune,22,39578
W6,2026-06-05,Recycled Runner - Navy,Hyderabad,24,43176
W6,2026-06-05,Recycled Runner - Navy,Chennai,18,32382
W6,2026-06-05,Recycled Runner - Navy,Jaipur,22,39578
W6,2026-06-05,Recycled Runner - Navy,Ahmedabad,13,29887
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Delhi,14,25186
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Mumbai,15,34485
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Bengaluru,19,37981
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Pune,12,27588
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Hyderabad,22,50578
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Chennai,21,41979
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Jaipur,22,43978
W6,2026-06-05,Wool Blend Sneaker - Charcoal,Ahmedabad,12,21588
W6,2026-06-05,Kids Comfort Shoe - Blue,Delhi,20,45980
W6,2026-06-05,Kids Comfort Shoe - Blue,Mumbai,18,32382
W6,2026-06-05,Kids Comfort Shoe - Blue,Bengaluru,12,27588
W6,2026-06-05,Kids Comfort Shoe - Blue,Pune,23,45977
W6,2026-06-05,Kids Comfort Shoe - Blue,Hyderabad,20,39980
W6,2026-06-05,Kids Comfort Shoe - Blue,Chennai,12,27588
W6,2026-06-05,Kids Comfort Shoe - Blue,Jaipur,23,52877
W6,2026-06-05,Kids Comfort Shoe - Blue,Ahmedabad,18,32382
W7,2026-06-12,Cloud Sneaker - Grey,Delhi,12,21588
W7,2026-06-12,Cloud Sneaker - Grey,Mumbai,15,34485
W7,2026-06-12,Cloud Sneaker - Grey,Bengaluru,21,41979
W7,2026-06-12,Cloud Sneaker - Grey,Pune,16,28784
W7,2026-06-12,Cloud Sneaker - Grey,Hyderabad,13,29887
W7,2026-06-12,Cloud Sneaker - Grey,Chennai,16,36784
W7,2026-06-12,Cloud Sneaker - Grey,Jaipur,21,48279
W7,2026-06-12,Cloud Sneaker - Grey,Ahmedabad,12,21588
W7,2026-06-12,Cloud Sneaker - Black,Delhi,17,30583
W7,2026-06-12,Cloud Sneaker - Black,Mumbai,15,34485
W7,2026-06-12,Cloud Sneaker - Black,Bengaluru,14,32186
W7,2026-06-12,Cloud Sneaker - Black,Pune,18,32382
W7,2026-06-12,Cloud Sneaker - Black,Hyderabad,16,28784
W7,2026-06-12,Cloud Sneaker - Black,Chennai,21,37779
W7,2026-06-12,Cloud Sneaker - Black,Jaipur,21,41979
W7,2026-06-12,Cloud Sneaker - Black,Ahmedabad,22,50578
W7,2026-06-12,Trail Runner - Olive,Delhi,17,33983
W7,2026-06-12,Trail Runner - Olive,Mumbai,24,55176
W7,2026-06-12,Trail Runner - Olive,Bengaluru,14,32186
W7,2026-06-12,Trail Runner - Olive,Pune,23,41377
